day,segment,stock_id,symbol,company,sector,segment_open,segment_high,segment_low,segment_close,change_pct,volume,prev_segment_volume,vol_change_pct,vol_change_flag,flag,short_note_concise,expected_movement,mini_history
3,C,8,HINDUNILVR,HUL,FMCG,36.07,38.65,34.41,37.08,2.8,80922,82579,-2.01,VOL_STABLE,NORMAL,HINDUNILVR: seg move 2.80%,Follow-through,"0.0%|80922,2.8%|80922"
3,C,9,ITC,ITC,FMCG,783.49,785.81,781.65,783.56,0.01,172680,172128,0.32,VOL_STABLE,NORMAL,ITC: seg move 0.01%,Follow-through,"0.0%|172680,0.01%|172680"
3,C,10,TATAMOTORS,Tata Motors,Auto,598.08,599.17,594.44,595.34,-0.46,134177,132701,1.11,VOL_STABLE,NORMAL,TATAMOTORS: seg move -0.46%,Downside,"0.0%|134177,-0.46%|134177"
3,C,11,MARUTI,Maruti Suzuki,Auto,520.51,522.97,519.81,521.88,0.26,177442,178232,-0.44,VOL_STABLE,NORMAL,MARUTI: seg move 0.26%,Follow-through,"0.0%|177442,0.26%|177442"
3,C,12,BAJAJFINSV,Bajaj Finserv,Financial Services,140.44,143.59,137.98,141.61,0.83,184013,183956,0.03,VOL_STABLE,NORMAL,BAJAJFINSV: seg move 0.83%,Follow-through,"0.0%|184013,0.83%|184013"
3,C,13,HDFCLIFE,HDFC Life,Insurance,407.47,409.29,407.36,407.94,0.12,182932,183483,-0.3,VOL_STABLE,NORMAL,HDFCLIFE: seg move 0.12%,Follow-through,"0.0%|182932,0.12%|182932"
3,C,14,SUNPHARMA,Sun Pharma,Pharma,143.22,144.08,140.97,143.28,0.04,131471,133059,-1.19,VOL_STABLE,NORMAL,SUNPHARMA: seg move 0.04%,Follow-through,"0.0%|131471,0.04%|131471"
3,C,15,CIPLA,Cipla,Pharma,666.37,668.53,662.95,664.12,-0.34,106520,106485,0.03,VOL_STABLE,NORMAL,CIPLA: seg move -0.34%,Downside,"0.0%|106520,-0.34%|106520"
4,M,1,HDFCBANK,HDFC Bank,Banking,309.76,311.68,307.22,308.68,-0.35,20809,20017,3.96,VOL_STABLE,NORMAL,HDFCBANK: seg move -0.35%,Downside,"0.0%|20809,-0.35%|20809"
4,M,2,ICICIBANK,ICICI Bank,Banking,172.7,175.33,168.95,170.67,-1.18,112004,112716,-0.63,VOL_STABLE,NORMAL,ICICIBANK: seg move -1.18%,Downside,"0.0%|112004,-1.18%|112004"
4,M,3,SBIN,SBI,Banking,275.89,277.43,273.23,276.87,0.36,185403,187177,-0.95,VOL_STABLE,NORMAL,SBIN: seg move 0.36%,Follow-through,"0.0%|185403,0.36%|185403"
4,M,4,RELIANCE,Reliance,Energy,175.17,179.16,171.93,174.91,-0.15,90223,89465,0.85,VOL_STABLE,NORMAL,RELIANCE: seg move -0.15%,Downside,"0.0%|90223,-0.15%|90223"
4,M,5,TCS,TCS,IT,193.37,194.11,191.38,191.48,-0.98,125239,124891,0.28,VOL_STABLE,NORMAL,TCS: seg move -0.98%,Downside,"0.0%|125239,-0.98%|125239"
4,M,6,INFY,Infosys,IT,529.78,532.73,526.06,527.62,-0.41,126140,128138,-1.56,VOL_STABLE,NORMAL,INFY: seg move -0.41%,Downside,"0.0%|126140,-0.41%|126140"
4,M,7,WIPRO,Wipro,IT,637.13,639.61,634.17,634.32,-0.44,36797,35048,4.99,VOL_STABLE,NORMAL,WIPRO: seg move -0.44%,Downside,"0.0%|36797,-0.44%|36797"
4,M,8,HINDUNILVR,HUL,FMCG,38.0,41.8,35.83,38.61,1.61,194669,195609,-0.48,VOL_STABLE,NORMAL,HINDUNILVR: seg move 1.61%,Follow-through,"0.0%|194669,1.61%|194669"
4,M,9,ITC,ITC,FMCG,785.81,789.54,783.5,789.4,0.46,126258,125676,0.46,VOL_STABLE,NORMAL,ITC: seg move 0.46%,Follow-through,"0.0%|126258,0.46%|126258"
4,M,10,TATAMOTORS,Tata Motors,Auto,593.76,597.29,592.61,594.12,0.06,189622,189802,-0.09,VOL_STABLE,NORMAL,TATAMOTORS: seg move 0.06%,Follow-through,"0.0%|189622,0.06%|189622"
4,M,11,MARUTI,Maruti Suzuki,Auto,522.94,526.13,522.61,525.63,0.51,143960,143154,0.56,VOL_STABLE,NORMAL,MARUTI: seg move 0.51%,Follow-through,"0.0%|143960,0.51%|143960"
4,M,12,BAJAJFINSV,Bajaj Finserv,Financial Services,142.8,146.04,142.57,144.11,0.92,47014,47944,-1.94,VOL_STABLE,NORMAL,BAJAJFINSV: seg move 0.92%,Follow-through,"0.0%|47014,0.92%|47014"
4,M,13,HDFCLIFE,HDFC Life,Insurance,410.55,411.65,408.83,409.49,-0.26,41372,41669,-0.71,VOL_STABLE,NORMAL,HDFCLIFE: seg move -0.26%,Downside,"0.0%|41372,-0.26%|41372"
4,M,14,SUNPHARMA,Sun Pharma,Pharma,141.22,144.15,140.06,140.65,-0.4,193857,192652,0.63,VOL_STABLE,NORMAL,SUNPHARMA: seg move -0.40%,Downside,"0.0%|193857,-0.4%|193857"
4,M,15,CIPLA,Cipla,Pharma,666.48,667.03,662.92,664.35,-0.32,15144,14894,1.68,VOL_STABLE,NORMAL,CIPLA: seg move -0.32%,Downside,"0.0%|15144,-0.32%|15144"
4,D,1,HDFCBANK,HDFC Bank,Banking,308.23,309.58,305.2,308.6,0.12,60535,61828,-2.09,VOL_STABLE,NORMAL,HDFCBANK: seg move 0.12%,Follow-through,"0.0%|60535,0.12%|60535"
4,D,2,ICICIBANK,ICICI Bank,Banking,172.05,173.94,170.27,170.48,-0.91,64287,64653,-0.57,VOL_STABLE,NORMAL,ICICIBANK: seg move -0.91%,Downside,"0.0%|64287,-0.91%|64287"
4,D,3,SBIN,SBI,Banking,279.45,279.86,278.88,278.9,-0.2,49625,50137,-1.02,VOL_STABLE,NORMAL,SBIN: seg move -0.20%,Downside,"0.0%|49625,-0.2%|49625"
4,D,4,RELIANCE,Reliance,Energy,175.18,176.23,171.55,173.8,-0.79,179339,179773,-0.24,VOL_STABLE,NORMAL,RELIANCE: seg move -0.79%,Downside,"0.0%|179339,-0.79%|179339"
4,D,5,TCS,TCS,IT,190.58,191.82,187.13,187.87,-1.42,22427,24052,-6.76,VOL_DOWN,NORMAL,TCS: seg move -1.42%,Downside,"0.0%|22427,-1.42%|22427"
4,D,6,INFY,Infosys,IT,528.09,531.08,526.76,529.18,0.21,110789,111051,-0.24,VOL_STABLE,NORMAL,INFY: seg move 0.21%,Follow-through,"0.0%|110789,0.21%|110789"
4,D,7,WIPRO,Wipro,IT,634.07,636.4,631.78,635.35,0.2,195232,196415,-0.6,VOL_STABLE,NORMAL,WIPRO: seg move 0.20%,Follow-through,"0.0%|195232,0.2%|195232"
4,D,8,HINDUNILVR,HUL,FMCG,36.58,38.9,35.15,36.08,-1.37,181365,179466,1.06,VOL_STABLE,NORMAL,HINDUNILVR: seg move -1.37%,Downside,"0.0%|181365,-1.37%|181365"
4,D,9,ITC,ITC,FMCG,790.64,793.57,790.43,791.02,0.05,132842,132529,0.24,VOL_STABLE,NORMAL,ITC: seg move 0.05%,Follow-through,"0.0%|132842,0.05%|132842"
4,D,10,TATAMOTORS,Tata Motors,Auto,596.18,598.22,592.61,596.41,0.04,44912,45890,-2.13,VOL_STABLE,NORMAL,TATAMOTORS: seg move 0.04%,Follow-through,"0.0%|44912,0.04%|44912"
4,D,11,MARUTI,Maruti Suzuki,Auto,527.39,528.14,527.36,527.57,0.03,165131,166629,-0.9,VOL_STABLE,NORMAL,MARUTI: seg move 0.03%,Follow-through,"0.0%|165131,0.03%|165131"
4,D,12,BAJAJFINSV,Bajaj Finserv,Financial Services,142.6,144.68,140.71,141.35,-0.88,131730,132384,-0.49,VOL_STABLE,NORMAL,BAJAJFINSV: seg move -0.88%,Downside,"0.0%|131730,-0.88%|131730"
4,D,13,HDFCLIFE,HDFC Life,Insurance,409.77,413.45,408.83,413.0,0.79,168776,167427,0.81,VOL_STABLE,NORMAL,HDFCLIFE: seg move 0.79%,Follow-through,"0.0%|168776,0.79%|168776"
4,D,14,SUNPHARMA,Sun Pharma,Pharma,137.93,141.92,134.09,138.83,0.65,18217,18099,0.65,VOL_STABLE,NORMAL,SUNPHARMA: seg move 0.65%,Follow-through,"0.0%|18217,0.65%|18217"
4,D,15,CIPLA,Cipla,Pharma,663.71,664.12,661.42,663.74,0.0,69687,69496,0.27,VOL_STABLE,NORMAL,CIPLA: seg move 0.00%,Flat,"0.0%|69687,0.0%|69687"
4,C,1,HDFCBANK,HDFC Bank,Banking,309.84,310.79,307.19,307.97,-0.6,121678,120575,0.91,VOL_STABLE,NORMAL,HDFCBANK: seg move -0.60%,Downside,"0.0%|121678,-0.6%|121678"
4,C,2,ICICIBANK,ICICI Bank,Banking,169.4,170.42,168.92,169.61,0.12,185263,186062,-0.43,VOL_STABLE,NORMAL,ICICIBANK: seg move 0.12%,Follow-through,"0.0%|185263,0.12%|185263"
4,C,3,SBIN,SBI,Banking,277.2,279.84,274.6,274.75,-0.88,155889,157393,-0.96,VOL_STABLE,NORMAL,SBIN: seg move -0.88%,Downside,"0.0%|155889,-0.88%|155889"
4,C,4,RELIANCE,Reliance,Energy,175.97,179.8,175.6,179.15,1.81,80198,79054,1.45,VOL_STABLE,NORMAL,RELIANCE: seg move 1.81%,Follow-through,"0.0%|80198,1.81%|80198"
4,C,5,TCS,TCS,IT,186.42,187.22,182.71,185.35,-0.57,174982,175338,-0.2,VOL_STABLE,NORMAL,TCS: seg move -0.57%,Downside,"0.0%|174982,-0.57%|174982"
4,C,6,INFY,Infosys,IT,530.42,531.48,528.49,529.26,-0.22,90713,90954,-0.26,VOL_STABLE,NORMAL,INFY: seg move -0.22%,Downside,"0.0%|90713,-0.22%|90713"
4,C,7,WIPRO,Wipro,IT,637.06,637.7,636.09,636.29,-0.12,193843,194069,-0.12,VOL_STABLE,NORMAL,WIPRO: seg move -0.12%,Downside,"0.0%|193843,-0.12%|193843"
4,C,8,HINDUNILVR,HUL,FMCG,33.5,33.54,33.02,33.17,-0.99,154800,155514,-0.46,VOL_STABLE,NORMAL,HINDUNILVR: seg move -0.99%,Downside,"0.0%|154800,-0.99%|154800"
4,C,9,ITC,ITC,FMCG,793.18,794.69,791.59,791.64,-0.19,50898,50099,1.59,VOL_STABLE,NORMAL,ITC: seg move -0.19%,Downside,"0.0%|50898,-0.19%|50898"
4,C,10,TATAMOTORS,Tata Motors,Auto,596.49,599.31,596.38,597.56,0.18,31270,32231,-2.98,VOL_STABLE,NORMAL,TATAMOTORS: seg move 0.18%,Follow-through,"0.0%|31270,0.18%|31270"
4,C,11,MARUTI,Maruti Suzuki,Auto,525.41,528.51,524.36,527.81,0.46,93723,94114,-0.42,VOL_STABLE,NORMAL,MARUTI: seg move 0.46%,Follow-through,"0.0%|93723,0.46%|93723"
4,C,12,BAJAJFINSV,Bajaj Finserv,Financial Services,140.56,144.08,140.06,142.81,1.6,56437,55715,1.3,VOL_STABLE,NORMAL,BAJAJFINSV: seg move 1.60%,Follow-through,"0.0%|56437,1.6%|56437"
4,C,13,HDFCLIFE,HDFC Life,Insurance,412.07,415.56,410.39,413.24,0.28,81431,83029,-1.92,VOL_STABLE,NORMAL,HDFCLIFE: seg move 0.28%,Follow-through,"0.0%|81431,0.28%|81431"
4,C,14,SUNPHARMA,Sun Pharma,Pharma,138.76,142.62,136.87,140.88,1.53,33339,33360,-0.06,VOL_STABLE,NORMAL,SUNPHARMA: seg move 1.53%,Follow-through,"0.0%|33339,1.53%|33339"
4,C,15,CIPLA,Cipla,Pharma,664.94,666.48,661.25,662.27,-0.4,95366,94106,1.34,VOL_STABLE,NORMAL,CIPLA: seg move -0.40%,Downside,"0.0%|95366,-0.4%|95366"
5,M,1,HDFCBANK,HDFC Bank,Banking,307.68,311.56,307.1,311.08,1.11,137815,138377,-0.41,VOL_STABLE,NORMAL,HDFCBANK: seg move 1.11%,Follow-through,"0.0%|137815,1.11%|137815"
5,M,2,ICICIBANK,ICICI Bank,Banking,172.56,175.14,171.23,171.3,-0.73,191947,193354,-0.73,VOL_STABLE,NORMAL,ICICIBANK: seg move -0.73%,Downside,"0.0%|191947,-0.73%|191947"
5,M,3,SBIN,SBI,Banking,273.05,274.83,271.85,271.97,-0.4,112758,114435,-1.47,VOL_STABLE,NORMAL,SBIN: seg move -0.40%,Downside,"0.0%|112758,-0.4%|112758"
5,M,4,RELIANCE,Reliance,Energy,180.9,180.97,177.36,180.5,-0.22,122669,123450,-0.63,VOL_STABLE,NORMAL,RELIANCE: seg move -0.22%,Downside,"0.0%|122669,-0.22%|122669"
5,M,5,TCS,TCS,IT,187.93,190.31,186.39,186.9,-0.55,112383,113865,-1.3,VOL_STABLE,NORMAL,TCS: seg move -0.55%,Downside,"0.0%|112383,-0.55%|112383"
5,M,6,INFY,Infosys,IT,530.62,533.21,530.28,531.5,0.17,197093,196798,0.15,VOL_STABLE,NORMAL,INFY: seg move 0.17%,Follow-through,"0.0%|197093,0.17%|197093"
5,M,7,WIPRO,Wipro,IT,638.72,641.69,637.56,639.9,0.18,69871,68691,1.72,VOL_STABLE,NORMAL,WIPRO: seg move 0.18%,Follow-through,"0.0%|69871,0.18%|69871"
5,M,8,HINDUNILVR,HUL,FMCG,34.32,36.63,33.15,34.93,1.78,158603,157976,0.4,VOL_STABLE,NORMAL,HINDUNILVR: seg move 1.78%,Follow-through,"0.0%|158603,1.78%|158603"
5,M,9,ITC,ITC,FMCG,790.1,792.07,788.91,789.83,-0.03,101284,100126,1.16,VOL_STABLE,NORMAL,ITC: seg move -0.03%,Downside,"0.0%|101284,-0.03%|101284"
5,M,10,TATAMOTORS,Tata Motors,Auto,598.69,601.17,597.07,598.18,-0.09,141522,141746,-0.16,VOL_STABLE,NORMAL,TATAMOTORS: seg move -0.09%,Downside,"0.0%|141522,-0.09%|141522"
5,M,11,MARUTI,Maruti Suzuki,Auto,525.75,526.51,521.8,525.7,-0.01,74543,76518,-2.58,VOL_STABLE,NORMAL,MARUTI: seg move -0.01%,Downside,"0.0%|74543,-0.01%|74543"
5,M,12,BAJAJFINSV,Bajaj Finserv,Financial Services,143.3,145.05,141.79,142.03,-0.89,31430,29863,5.25,VOL_UP,NORMAL,BAJAJFINSV: seg move -0.89%,Downside,"0.0%|31430,-0.89%|31430"
5,M,13,HDFCLIFE,HDFC Life,Insurance,415.37,417.22,413.74,414.83,-0.13,44226,43674,1.26,VOL_STABLE,NORMAL,HDFCLIFE: seg move -0.13%,Downside,"0.0%|44226,-0.13%|44226"
5,M,14,SUNPHARMA,Sun Pharma,Pharma,138.42,139.88,138.01,138.89,0.34,99605,100965,-1.35,VOL_STABLE,NORMAL,SUNPHARMA: seg move 0.34%,Follow-through,"0.0%|99605,0.34%|99605"
5,M,15,CIPLA,Cipla,Pharma,659.42,661.53,656.88,660.6,0.18,144656,146217,-1.07,VOL_STABLE,NORMAL,CIPLA: seg move 0.18%,Follow-through,"0.0%|144656,0.18%|144656"
5,D,1,HDFCBANK,HDFC Bank,Banking,313.04,315.91,312.11,312.68,-0.12,188652,190308,-0.87,VOL_STABLE,NORMAL,HDFCBANK: seg move -0.12%,Downside,"0.0%|188652,-0.12%|188652"
5,D,2,ICICIBANK,ICICI Bank,Banking,170.4,171.01,168.5,168.9,-0.88,39193,40602,-3.47,VOL_STABLE,NORMAL,ICICIBANK: seg move -0.88%,Downside,"0.0%|39193,-0.88%|39193"
5,D,3,SBIN,SBI,Banking,270.9,271.92,267.42,270.42,-0.18,49041,48848,0.4,VOL_STABLE,NORMAL,SBIN: seg move -0.18%,Downside,"0.0%|49041,-0.18%|49041"
5,D,4,RELIANCE,Reliance,Energy,178.38,181.91,176.66,180.47,1.17,111252,109428,1.67,VOL_STABLE,NORMAL,RELIANCE: seg move 1.17%,Follow-through,"0.0%|111252,1.17%|111252"
5,D,5,TCS,TCS,IT,189.39,190.47,188.26,188.62,-0.41,199605,198310,0.65,VOL_STABLE,NORMAL,TCS: seg move -0.41%,Downside,"0.0%|199605,-0.41%|199605"
5,D,6,INFY,Infosys,IT,529.09,532.56,527.14,528.73,-0.07,139999,141501,-1.06,VOL_STABLE,NORMAL,INFY: seg move -0.07%,Downside,"0.0%|139999,-0.07%|139999"
5,D,7,WIPRO,Wipro,IT,637.28,639.29,633.43,634.97,-0.36,28337,28943,-2.09,VOL_STABLE,NORMAL,WIPRO: seg move -0.36%,Downside,"0.0%|28337,-0.36%|28337"
5,D,8,HINDUNILVR,HUL,FMCG,37.87,40.84,34.37,34.92,-7.79,109725,108502,1.13,VOL_STABLE,NORMAL,HINDUNILVR: seg move -7.79%,Downside,"0.0%|109725,-7.79%|109725"
5,D,9,ITC,ITC,FMCG,793.08,796.31,790.29,792.58,-0.06,20525,21540,-4.71,VOL_STABLE,NORMAL,ITC: seg move -0.06%,Downside,"0.0%|20525,-0.06%|20525"
5,D,10,TATAMOTORS,Tata Motors,Auto,596.15,598.18,595.9,596.11,-0.01,69304,69139,0.24,VOL_STABLE,NORMAL,TATAMOTORS: seg move -0.01%,Downside,"0.0%|69304,-0.01%|69304"
5,D,11,MARUTI,Maruti Suzuki,Auto,525.64,528.84,523.46,527.8,0.41,16840,15583,8.07,VOL_UP,NORMAL,MARUTI: seg move 0.41%,Follow-through,"0.0%|16840,0.41%|16840"
5,D,12,BAJAJFINSV,Bajaj Finserv,Financial Services,143.47,147.2,142.03,146.72,2.27,100728,100528,0.2,VOL_STABLE,NORMAL,BAJAJFINSV: seg move 2.27%,Follow-through,"0.0%|100728,2.27%|100728"
5,D,13,HDFCLIFE,HDFC Life,Insurance,417.37,418.29,414.08,415.56,-0.43,171517,172075,-0.32,VOL_STABLE,NORMAL,HDFCLIFE: seg move -0.43%,Downside,"0.0%|171517,-0.43%|171517"
5,D,14,SUNPHARMA,Sun Pharma,Pharma,140.45,143.75,137.39,141.08,0.45,77578,76738,1.09,VOL_STABLE,NORMAL,SUNPHARMA: seg move 0.45%,Follow-through,"0.0%|77578,0.45%|77578"
5,D,15,CIPLA,Cipla,Pharma,660.81,663.25,657.24,659.07,-0.26,92473,92893,-0.45,VOL_STABLE,NORMAL,CIPLA: seg move -0.26%,Downside,"0.0%|92473,-0.26%|92473"
5,C,1,HDFCBANK,HDFC Bank,Banking,310.23,313.48,309.5,309.78,-0.15,104498,105086,-0.56,VOL_STABLE,NORMAL,HDFCBANK: seg move -0.15%,Downside,"0.0%|104498,-0.15%|104498"
5,C,2,ICICIBANK,ICICI Bank,Banking,168.5,169.23,167.29,167.38,-0.66,119258,121245,-1.64,VOL_STABLE,NORMAL,ICICIBANK: seg move -0.66%,Downside,"0.0%|119258,-0.66%|119258"
5,C,3,SBIN,SBI,Banking,272.28,272.42,272.17,272.3,0.01,95691,95192,0.52,VOL_STABLE,NORMAL,SBIN: seg move 0.01%,Follow-through,"0.0%|95691,0.01%|95691"
5,C,4,RELIANCE,Reliance,Energy,181.42,184.01,177.65,182.3,0.49,40379,41289,-2.2,VOL_STABLE,NORMAL,RELIANCE: seg move 0.49%,Follow-through,"0.0%|40379,0.49%|40379"
5,C,5,TCS,TCS,IT,186.68,188.01,184.24,187.87,0.64,137346,136787,0.41,VOL_STABLE,NORMAL,TCS: seg move 0.64%,Follow-through,"0.0%|137346,0.64%|137346"
5,C,6,INFY,Infosys,IT,528.56,531.11,525.29,529.82,0.24,19410,19416,-0.03,VOL_STABLE,NORMAL,INFY: seg move 0.24%,Follow-through,"0.0%|19410,0.24%|19410"
5,C,7,WIPRO,Wipro,IT,632.72,635.95,629.85,632.8,0.01,125542,127204,-1.31,VOL_STABLE,NORMAL,WIPRO: seg move 0.01%,Follow-through,"0.0%|125542,0.01%|125542"
5,C,8,HINDUNILVR,HUL,FMCG,33.53,33.63,33.37,33.55,0.06,101680,101775,-0.09,VOL_STABLE,NORMAL,HINDUNILVR: seg move 0.06%,Follow-through,"0.0%|101680,0.06%|101680"
5,C,9,ITC,ITC,FMCG,790.89,791.36,788.74,789.94,-0.12,11954,13530,-11.65,VOL_DOWN,NORMAL,ITC: seg move -0.12%,Downside,"0.0%|11954,-0.12%|11954"
5,C,10,TATAMOTORS,Tata Motors,Auto,592.91,594.54,590.2,590.82,-0.35,47352,47811,-0.96,VOL_STABLE,NORMAL,TATAMOTORS: seg move -0.35%,Downside,"0.0%|47352,-0.35%|47352"
5,C,11,MARUTI,Maruti Suzuki,Auto,528.81,530.39,527.19,527.96,-0.16,60184,58543,2.8,VOL_STABLE,NORMAL,MARUTI: seg move -0.16%,Downside,"0.0%|60184,-0.16%|60184"
5,C,12,BAJAJFINSV,Bajaj Finserv,Financial Services,145.75,148.78,144.96,148.75,2.06,73598,73675,-0.1,VOL_STABLE,NORMAL,BAJAJFINSV: seg move 2.06%,Follow-through,"0.0%|73598,2.06%|73598"
5,C,13,HDFCLIFE,HDFC Life,Insurance,414.4,415.15,413.21,414.97,0.14,57446,57812,-0.63,VOL_STABLE,NORMAL,HDFCLIFE: seg move 0.14%,Follow-through,"0.0%|57446,0.14%|57446"
5,C,14,SUNPHARMA,Sun Pharma,Pharma,142.26,143.56,142.17,143.25,0.7,142493,143681,-0.83,VOL_STABLE,NORMAL,SUNPHARMA: seg move 0.70%,Follow-through,"0.0%|142493,0.7%|142493"
5,C,15,CIPLA,Cipla,Pharma,658.7,659.92,655.08,658.96,0.04,22494,24058,-6.5,VOL_DOWN,NORMAL,CIPLA: seg move 0.04%,Follow-through,"0.0%|22494,0.04%|22494"
6,M,1,HDFCBANK,HDFC Bank,Banking,311.65,314.09,310.51,313.98,0.75,107197,108910,-1.57,VOL_STABLE,NORMAL,HDFCBANK: seg move 0.75%,Follow-through,"0.0%|107197,0.75%|107197"
6,M,2,ICICIBANK,ICICI Bank,Banking,166.28,170.11,163.92,165.8,-0.29,11612,13469,-13.79,VOL_DOWN,NORMAL,ICICIBANK: seg move -0.29%,Downside,"0.0%|11612,-0.29%|11612"
6,M,3,SBIN,SBI,Banking,274.21,274.76,271.9,272.71,-0.55,38786,37566,3.25,VOL_STABLE,NORMAL,SBIN: seg move -0.55%,Downside,"0.0%|38786,-0.55%|38786"
6,M,4,RELIANCE,Reliance,Energy,181.2,182.12,179.79,180.9,-0.17,92034,93401,-1.46,VOL_STABLE,NORMAL,RELIANCE: seg move -0.17%,Downside,"0.0%|92034,-0.17%|92034"
6,M,5,TCS,TCS,IT,190.2,193.62,188.26,188.81,-0.73,153086,151207,1.24,VOL_STABLE,NORMAL,TCS: seg move -0.73%,Downside,"0.0%|153086,-0.73%|153086"
6,M,6,INFY,Infosys,IT,528.42,532.27,526.09,527.28,-0.22,166767,165530,0.75,VOL_STABLE,NORMAL,INFY: seg move -0.22%,Downside,"0.0%|166767,-0.22%|166767"
6,M,7,WIPRO,Wipro,IT,631.5,631.61,628.32,630.83,-0.11,169130,167552,0.94,VOL_STABLE,NORMAL,WIPRO: seg move -0.11%,Downside,"0.0%|169130,-0.11%|169130"
6,M,8,HINDUNILVR,HUL,FMCG,30.55,33.55,30.0,32.03,4.84,21486,19680,9.18,VOL_UP,NORMAL,HINDUNILVR: seg move 4.84%,Follow-through,"0.0%|21486,4.84%|21486"
6,M,9,ITC,ITC,FMCG,791.29,792.7,790.78,791.11,-0.02,125071,125923,-0.68,VOL_STABLE,NORMAL,ITC: seg move -0.02%,Downside,"0.0%|125071,-0.02%|125071"
6,M,10,TATAMOTORS,Tata Motors,Auto,592.02,593.42,588.28,591.53,-0.08,162225,163088,-0.53,VOL_STABLE,NORMAL,TATAMOTORS: seg move -0.08%,Downside,"0.0%|162225,-0.08%|162225"
6,M,11,MARUTI,Maruti Suzuki,Auto,526.77,528.44,524.84,526.59,-0.03,127736,129631,-1.46,VOL_STABLE,NORMAL,MARUTI: seg move -0.03%,Downside,"0.0%|127736,-0.03%|127736"
6,M,12,BAJAJFINSV,Bajaj Finserv,Financial Services,150.13,152.9,147.0,150.56,0.29,57574,56521,1.86,VOL_STABLE,NORMAL,BAJAJFINSV: seg move 0.29%,Follow-through,"0.0%|57574,0.29%|57574"
6,M,13,HDFCLIFE,HDFC Life,Insurance,414.92,417.66,414.16,415.89,0.23,45562,44228,3.02,VOL_STABLE,NORMAL,HDFCLIFE: seg move 0.23%,Follow-through,"0.0%|45562,0.23%|45562"
6,M,14,SUNPHARMA,Sun Pharma,Pharma,145.31,149.24,141.73,144.83,-0.33,168978,169172,-0.11,VOL_STABLE,NORMAL,SUNPHARMA: seg move -0.33%,Downside,"0.0%|168978,-0.33%|168978"
6,M,15,CIPLA,Cipla,Pharma,656.45,658.67,653.21,658.5,0.31,23507,21849,7.59,VOL_UP,NORMAL,CIPLA: seg move 0.31%,Follow-through,"0.0%|23507,0.31%|23507"
6,D,1,HDFCBANK,HDFC Bank,Banking,312.58,314.92,309.47,313.91,0.43,64986,65089,-0.16,VOL_STABLE,NORMAL,HDFCBANK: seg move 0.43%,Follow-through,"0.0%|64986,0.43%|64986"
6,D,2,ICICIBANK,ICICI Bank,Banking,164.88,167.02,163.61,166.71,1.11,88419,87954,0.53,VOL_STABLE,NORMAL,ICICIBANK: seg move 1.11%,Follow-through,"0.0%|88419,1.11%|88419"
6,D,3,SBIN,SBI,Banking,274.72,278.05,273.5,274.05,-0.24,34900,34574,0.94,VOL_STABLE,NORMAL,SBIN: seg move -0.24%,Downside,"0.0%|34900,-0.24%|34900"
6,D,4,RELIANCE,Reliance,Energy,178.87,180.51,177.11,177.16,-0.96,66121,65886,0.36,VOL_STABLE,NORMAL,RELIANCE: seg move -0.96%,Downside,"0.0%|66121,-0.96%|66121"
6,D,5,TCS,TCS,IT,190.0,191.92,189.84,191.57,0.83,53654,53468,0.35,VOL_STABLE,NORMAL,TCS: seg move 0.83%,Follow-through,"0.0%|53654,0.83%|53654"
6,D,6,INFY,Infosys,IT,529.7,533.33,528.31,530.35,0.12,44713,44794,-0.18,VOL_STABLE,NORMAL,INFY: seg move 0.12%,Follow-through,"0.0%|44713,0.12%|44713"
6,D,7,WIPRO,Wipro,IT,629.59,629.77,627.87,628.41,-0.19,147695,146308,0.95,VOL_STABLE,NORMAL,WIPRO: seg move -0.19%,Downside,"0.0%|147695,-0.19%|147695"
6,D,8,HINDUNILVR,HUL,FMCG,32.94,36.29,30.67,33.48,1.64,139714,141110,-0.99,VOL_STABLE,NORMAL,HINDUNILVR: seg move 1.64%,Follow-through,"0.0%|139714,1.64%|139714"
6,D,9,ITC,ITC,FMCG,789.82,790.79,788.25,789.38,-0.06,29652,30918,-4.09,VOL_STABLE,NORMAL,ITC: seg move -0.06%,Downside,"0.0%|29652,-0.06%|29652"
6,D,10,TATAMOTORS,Tata Motors,Auto,592.58,594.28,588.95,589.72,-0.48,59389,59806,-0.7,VOL_STABLE,NORMAL,TATAMOTORS: seg move -0.48%,Downside,"0.0%|59389,-0.48%|59389"
6,D,11,MARUTI,Maruti Suzuki,Auto,524.55,527.54,523.34,526.38,0.35,27356,27691,-1.21,VOL_STABLE,NORMAL,MARUTI: seg move 0.35%,Follow-through,"0.0%|27356,0.35%|27356"
6,D,12,BAJAJFINSV,Bajaj Finserv,Financial Services,148.43,149.69,144.46,144.82,-2.43,163577,164005,-0.26,VOL_STABLE,NORMAL,BAJAJFINSV: seg move -2.43%,Downside,"0.0%|163577,-2.43%|163577"
6,D,13,HDFCLIFE,HDFC Life,Insurance,415.7,417.16,413.46,414.46,-0.3,58033,57072,1.68,VOL_STABLE,NORMAL,HDFCLIFE: seg move -0.30%,Downside,"0.0%|58033,-0.3%|58033"
6,D,14,SUNPHARMA,Sun Pharma,Pharma,141.67,142.43,139.15,139.31,-1.67,63645,64049,-0.63,VOL_STABLE,NORMAL,SUNPHARMA: seg move -1.67%,Downside,"0.0%|63645,-1.67%|63645"
