day,segment,stock_id,symbol,brief
5,M,4,RELIANCE,"RELIANCE (Reliance) from the Energy space ended largely unchanged by -0.22% in the morning segment and traded with normal participation, as traders reacted to movements in crude prices and refining or petrochemical margins and the broader tone in Indian equities for the day."
5,M,5,TCS,"TCS (TCS) from the IT space drifted lower by -0.55% in the morning segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
5,M,6,INFY,"INFY (Infosys) from the IT space ended largely unchanged by 0.17% in the morning segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
5,M,7,WIPRO,"WIPRO (Wipro) from the IT space ended largely unchanged by 0.18% in the morning segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
5,M,8,HINDUNILVR,"HINDUNILVR (HUL) from the FMCG space inched higher by 1.78% in the morning segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
5,M,9,ITC,"ITC (ITC) from the FMCG space ended largely unchanged by -0.03% in the morning segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
5,M,10,TATAMOTORS,"TATAMOTORS (Tata Motors) from the Auto space ended largely unchanged by -0.09% in the morning segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
5,M,11,MARUTI,"MARUTI (Maruti Suzuki) from the Auto space ended largely unchanged by -0.01% in the morning segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
5,M,12,BAJAJFINSV,"BAJAJFINSV (Bajaj Finserv) from the Financial Services space drifted lower by -0.89% in the morning segment and witnessed healthy participation, as traders reacted to changes in retail credit demand and risk appetite in NBFC names and the broader tone in Indian equities for the day."
5,M,13,HDFCLIFE,"HDFCLIFE (HDFC Life) from the Insurance space ended largely unchanged by -0.13% in the morning segment and traded with normal participation, as traders reacted to persistency trends, protection mix and management outlook on premiums and the broader tone in Indian equities for the day."
5,M,14,SUNPHARMA,"SUNPHARMA (Sun Pharma) from the Pharma space ended largely unchanged by 0.34% in the morning segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
5,M,15,CIPLA,"CIPLA (Cipla) from the Pharma space ended largely unchanged by 0.18% in the morning segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
5,D,1,HDFCBANK,"HDFCBANK (HDFC Bank) from the Banking space ended largely unchanged by -0.12% in the midday segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
5,D,2,ICICIBANK,"ICICIBANK (ICICI Bank) from the Banking space drifted lower by -0.88% in the midday segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
5,D,3,SBIN,"SBIN (SBI) from the Banking space ended largely unchanged by -0.18% in the midday segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
5,D,4,RELIANCE,"RELIANCE (Reliance) from the Energy space inched higher by 1.17% in the midday segment and traded with normal participation, as traders reacted to movements in crude prices and refining or petrochemical margins and the broader tone in Indian equities for the day."
5,D,5,TCS,"TCS (TCS) from the IT space ended largely unchanged by -0.41% in the midday segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
5,D,6,INFY,"INFY (Infosys) from the IT space ended largely unchanged by -0.07% in the midday segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
5,D,7,WIPRO,"WIPRO (Wipro) from the IT space ended largely unchanged by -0.36% in the midday segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
5,D,8,HINDUNILVR,"HINDUNILVR (HUL) from the FMCG space corrected sharply by -7.79% in the midday segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
5,D,9,ITC,"ITC (ITC) from the FMCG space ended largely unchanged by -0.06% in the midday segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
5,D,10,TATAMOTORS,"TATAMOTORS (Tata Motors) from the Auto space ended largely unchanged by -0.01% in the midday segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
5,D,11,MARUTI,"MARUTI (Maruti Suzuki) from the Auto space ended largely unchanged by 0.41% in the midday segment and witnessed healthy participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
5,D,12,BAJAJFINSV,"BAJAJFINSV (Bajaj Finserv) from the Financial Services space rallied sharply by 2.27% in the midday segment and traded with normal participation, as traders reacted to changes in retail credit demand and risk appetite in NBFC names and the broader tone in Indian equities for the day."
5,D,13,HDFCLIFE,"HDFCLIFE (HDFC Life) from the Insurance space ended largely unchanged by -0.43% in the midday segment and traded with normal participation, as traders reacted to persistency trends, protection mix and management outlook on premiums and the broader tone in Indian equities for the day."
5,D,14,SUNPHARMA,"SUNPHARMA (Sun Pharma) from the Pharma space ended largely unchanged by 0.45% in the midday segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
5,D,15,CIPLA,"CIPLA (Cipla) from the Pharma space ended largely unchanged by -0.26% in the midday segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
5,C,1,HDFCBANK,"HDFCBANK (HDFC Bank) from the Banking space ended largely unchanged by -0.15% in the closing segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
5,C,2,ICICIBANK,"ICICIBANK (ICICI Bank) from the Banking space drifted lower by -0.66% in the closing segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
5,C,3,SBIN,"SBIN (SBI) from the Banking space ended largely unchanged by 0.01% in the closing segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
5,C,4,RELIANCE,"RELIANCE (Reliance) from the Energy space ended largely unchanged by 0.49% in the closing segment and traded with normal participation, as traders reacted to movements in crude prices and refining or petrochemical margins and the broader tone in Indian equities for the day."
5,C,5,TCS,"TCS (TCS) from the IT space inched higher by 0.64% in the closing segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
5,C,6,INFY,"INFY (Infosys) from the IT space ended largely unchanged by 0.24% in the closing segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
5,C,7,WIPRO,"WIPRO (Wipro) from the IT space ended largely unchanged by 0.01% in the closing segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
5,C,8,HINDUNILVR,"HINDUNILVR (HUL) from the FMCG space ended largely unchanged by 0.06% in the closing segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
5,C,9,ITC,"ITC (ITC) from the FMCG space ended largely unchanged by -0.12% in the closing segment and saw somewhat lighter activity, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
5,C,10,TATAMOTORS,"TATAMOTORS (Tata Motors) from the Auto space ended largely unchanged by -0.35% in the closing segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
5,C,11,MARUTI,"MARUTI (Maruti Suzuki) from the Auto space ended largely unchanged by -0.16% in the closing segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
5,C,12,BAJAJFINSV,"BAJAJFINSV (Bajaj Finserv) from the Financial Services space rallied sharply by 2.06% in the closing segment and traded with normal participation, as traders reacted to changes in retail credit demand and risk appetite in NBFC names and the broader tone in Indian equities for the day."
5,C,13,HDFCLIFE,"HDFCLIFE (HDFC Life) from the Insurance space ended largely unchanged by 0.14% in the closing segment and traded with normal participation, as traders reacted to persistency trends, protection mix and management outlook on premiums and the broader tone in Indian equities for the day."
5,C,14,SUNPHARMA,"SUNPHARMA (Sun Pharma) from the Pharma space inched higher by 0.70% in the closing segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
5,C,15,CIPLA,"CIPLA (Cipla) from the Pharma space ended largely unchanged by 0.04% in the closing segment and saw somewhat lighter activity, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
6,M,1,HDFCBANK,"HDFCBANK (HDFC Bank) from the Banking space inched higher by 0.75% in the morning segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
6,M,2,ICICIBANK,"ICICIBANK (ICICI Bank) from the Banking space ended largely unchanged by -0.29% in the morning segment and saw somewhat lighter activity, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
6,M,3,SBIN,"SBIN (SBI) from the Banking space drifted lower by -0.55% in the morning segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
6,M,4,RELIANCE,"RELIANCE (Reliance) from the Energy space ended largely unchanged by -0.17% in the morning segment and traded with normal participation, as traders reacted to movements in crude prices and refining or petrochemical margins and the broader tone in Indian equities for the day."
6,M,5,TCS,"TCS (TCS) from the IT space drifted lower by -0.73% in the morning segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
6,M,6,INFY,"INFY (Infosys) from the IT space ended largely unchanged by -0.22% in the morning segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
6,M,7,WIPRO,"WIPRO (Wipro) from the IT space ended largely unchanged by -0.11% in the morning segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
6,M,8,HINDUNILVR,"HINDUNILVR (HUL) from the FMCG space rallied sharply by 4.84% in the morning segment and witnessed healthy participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
6,M,9,ITC,"ITC (ITC) from the FMCG space ended largely unchanged by -0.02% in the morning segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
6,M,10,TATAMOTORS,"TATAMOTORS (Tata Motors) from the Auto space ended largely unchanged by -0.08% in the morning segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
6,M,11,MARUTI,"MARUTI (Maruti Suzuki) from the Auto space ended largely unchanged by -0.03% in the morning segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
6,M,12,BAJAJFINSV,"BAJAJFINSV (Bajaj Finserv) from the Financial Services space ended largely unchanged by 0.29% in the morning segment and traded with normal participation, as traders reacted to changes in retail credit demand and risk appetite in NBFC names and the broader tone in Indian equities for the day."
6,M,13,HDFCLIFE,"HDFCLIFE (HDFC Life) from the Insurance space ended largely unchanged by 0.23% in the morning segment and traded with normal participation, as traders reacted to persistency trends, protection mix and management outlook on premiums and the broader tone in Indian equities for the day."
6,M,14,SUNPHARMA,"SUNPHARMA (Sun Pharma) from the Pharma space ended largely unchanged by -0.33% in the morning segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
6,M,15,CIPLA,"CIPLA (Cipla) from the Pharma space ended largely unchanged by 0.31% in the morning segment and witnessed healthy participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
6,D,1,HDFCBANK,"HDFCBANK (HDFC Bank) from the Banking space ended largely unchanged by 0.43% in the midday segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
6,D,2,ICICIBANK,"ICICIBANK (ICICI Bank) from the Banking space inched higher by 1.11% in the midday segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
6,D,3,SBIN,"SBIN (SBI) from the Banking space ended largely unchanged by -0.24% in the midday segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
6,D,4,RELIANCE,"RELIANCE (Reliance) from the Energy space drifted lower by -0.96% in the midday segment and traded with normal participation, as traders reacted to movements in crude prices and refining or petrochemical margins and the broader tone in Indian equities for the day."
6,D,5,TCS,"TCS (TCS) from the IT space inched higher by 0.83% in the midday segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
6,D,6,INFY,"INFY (Infosys) from the IT space ended largely unchanged by 0.12% in the midday segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
6,D,7,WIPRO,"WIPRO (Wipro) from the IT space ended largely unchanged by -0.19% in the midday segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
6,D,8,HINDUNILVR,"HINDUNILVR (HUL) from the FMCG space inched higher by 1.64% in the midday segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
6,D,9,ITC,"ITC (ITC) from the FMCG space ended largely unchanged by -0.06% in the midday segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
6,D,10,TATAMOTORS,"TATAMOTORS (Tata Motors) from the Auto space ended largely unchanged by -0.48% in the midday segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
6,D,11,MARUTI,"MARUTI (Maruti Suzuki) from the Auto space ended largely unchanged by 0.35% in the midday segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
6,D,12,BAJAJFINSV,"BAJAJFINSV (Bajaj Finserv) from the Financial Services space corrected sharply by -2.43% in the midday segment and traded with normal participation, as traders reacted to changes in retail credit demand and risk appetite in NBFC names and the broader tone in Indian equities for the day."
6,D,13,HDFCLIFE,"HDFCLIFE (HDFC Life) from the Insurance space ended largely unchanged by -0.30% in the midday segment and traded with normal participation, as traders reacted to persistency trends, protection mix and management outlook on premiums and the broader tone in Indian equities for the day."
6,D,14,SUNPHARMA,"SUNPHARMA (Sun Pharma) from the Pharma space drifted lower by -1.67% in the midday segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
6,D,15,CIPLA,"CIPLA (Cipla) from the Pharma space ended largely unchanged by -0.25% in the midday segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
6,C,1,HDFCBANK,"HDFCBANK (HDFC Bank) from the Banking space ended largely unchanged by 0.15% in the closing segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
6,C,2,ICICIBANK,"ICICIBANK (ICICI Bank) from the Banking space ended largely unchanged by 0.45% in the closing segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
6,C,3,SBIN,"SBIN (SBI) from the Banking space ended largely unchanged by 0.16% in the closing segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
6,C,4,RELIANCE,"RELIANCE (Reliance) from the Energy space ended largely unchanged by -0.38% in the closing segment and traded with normal participation, as traders reacted to movements in crude prices and refining or petrochemical margins and the broader tone in Indian equities for the day."
6,C,5,TCS,"TCS (TCS) from the IT space inched higher by 0.66% in the closing segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
6,C,6,INFY,"INFY (Infosys) from the IT space ended largely unchanged by -0.42% in the closing segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
6,C,7,WIPRO,"WIPRO (Wipro) from the IT space ended largely unchanged by -0.19% in the closing segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
6,C,8,HINDUNILVR,"HINDUNILVR (HUL) from the FMCG space corrected sharply by -2.95% in the closing segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
6,C,9,ITC,"ITC (ITC) from the FMCG space ended largely unchanged by -0.19% in the closing segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
6,C,10,TATAMOTORS,"TATAMOTORS (Tata Motors) from the Auto space ended largely unchanged by -0.02% in the closing segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
6,C,11,MARUTI,"MARUTI (Maruti Suzuki) from the Auto space inched higher by 0.70% in the closing segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
6,C,12,BAJAJFINSV,"BAJAJFINSV (Bajaj Finserv) from the Financial Services space inched higher by 0.86% in the closing segment and traded with normal participation, as traders reacted to changes in retail credit demand and risk appetite in NBFC names and the broader tone in Indian equities for the day."
6,C,13,HDFCLIFE,"HDFCLIFE (HDFC Life) from the Insurance space ended largely unchanged by 0.35% in the closing segment and traded with normal participation, as traders reacted to persistency trends, protection mix and management outlook on premiums and the broader tone in Indian equities for the day."
6,C,14,SUNPHARMA,"SUNPHARMA (Sun Pharma) from the Pharma space drifted lower by -1.79% in the closing segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
6,C,15,CIPLA,"CIPLA (Cipla) from the Pharma space ended largely unchanged by -0.07% in the closing segment and witnessed healthy participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
7,M,1,HDFCBANK,"HDFCBANK (HDFC Bank) from the Banking space drifted lower by -0.96% in the morning segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
7,M,2,ICICIBANK,"ICICIBANK (ICICI Bank) from the Banking space ended largely unchanged by 0.42% in the morning segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
7,M,3,SBIN,"SBIN (SBI) from the Banking space drifted lower by -0.53% in the morning segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
7,M,4,RELIANCE,"RELIANCE (Reliance) from the Energy space rallied sharply by 2.08% in the morning segment and traded with normal participation, as traders reacted to movements in crude prices and refining or petrochemical margins and the broader tone in Indian equities for the day."
7,M,5,TCS,"TCS (TCS) from the IT space inched higher by 1.52% in the morning segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
7,M,6,INFY,"INFY (Infosys) from the IT space ended largely unchanged by -0.13% in the morning segment and saw somewhat lighter activity, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
7,M,7,WIPRO,"WIPRO (Wipro) from the IT space ended largely unchanged by 0.30% in the morning segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
7,M,8,HINDUNILVR,"HINDUNILVR (HUL) from the FMCG space corrected sharply by -6.93% in the morning segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
7,M,9,ITC,"ITC (ITC) from the FMCG space ended largely unchanged by 0.30% in the morning segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
7,M,10,TATAMOTORS,"TATAMOTORS (Tata Motors) from the Auto space ended largely unchanged by -0.02% in the morning segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
7,M,11,MARUTI,"MARUTI (Maruti Suzuki) from the Auto space ended largely unchanged by 0.27% in the morning segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
7,M,12,BAJAJFINSV,"BAJAJFINSV (Bajaj Finserv) from the Financial Services space inched higher by 0.97% in the morning segment and traded with normal participation, as traders reacted to changes in retail credit demand and risk appetite in NBFC names and the broader tone in Indian equities for the day."
7,M,13,HDFCLIFE,"HDFCLIFE (HDFC Life) from the Insurance space ended largely unchanged by -0.38% in the morning segment and traded with normal participation, as traders reacted to persistency trends, protection mix and management outlook on premiums and the broader tone in Indian equities for the day."
7,M,14,SUNPHARMA,"SUNPHARMA (Sun Pharma) from the Pharma space ended largely unchanged by -0.14% in the morning segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
7,M,15,CIPLA,"CIPLA (Cipla) from the Pharma space ended largely unchanged by -0.04% in the morning segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
7,D,1,HDFCBANK,"HDFCBANK (HDFC Bank) from the Banking space ended largely unchanged by -0.19% in the midday segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
7,D,2,ICICIBANK,"ICICIBANK (ICICI Bank) from the Banking space rallied sharply by 2.34% in the midday segment and witnessed healthy participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
7,D,3,SBIN,"SBIN (SBI) from the Banking space ended largely unchanged by -0.13% in the midday segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
7,D,4,RELIANCE,"RELIANCE (Reliance) from the Energy space ended largely unchanged by 0.18% in the midday segment and witnessed healthy participation, as traders reacted to movements in crude prices and refining or petrochemical margins and the broader tone in Indian equities for the day."
7,D,5,TCS,"TCS (TCS) from the IT space drifted lower by -1.41% in the midday segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
7,D,6,INFY,"INFY (Infosys) from the IT space ended largely unchanged by -0.12% in the midday segment and witnessed healthy participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
7,D,7,WIPRO,"WIPRO (Wipro) from the IT space ended largely unchanged by -0.01% in the midday segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
7,D,8,HINDUNILVR,"HINDUNILVR (HUL) from the FMCG space corrected sharply by -4.45% in the midday segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
7,D,9,ITC,"ITC (ITC) from the FMCG space ended largely unchanged by 0.12% in the midday segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
7,D,10,TATAMOTORS,"TATAMOTORS (Tata Motors) from the Auto space ended largely unchanged by 0.40% in the midday segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
7,D,11,MARUTI,"MARUTI (Maruti Suzuki) from the Auto space ended largely unchanged by 0.27% in the midday segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
7,D,12,BAJAJFINSV,"BAJAJFINSV (Bajaj Finserv) from the Financial Services space drifted lower by -0.89% in the midday segment and traded with normal participation, as traders reacted to changes in retail credit demand and risk appetite in NBFC names and the broader tone in Indian equities for the day."
7,D,13,HDFCLIFE,"HDFCLIFE (HDFC Life) from the Insurance space ended largely unchanged by -0.02% in the midday segment and traded with normal participation, as traders reacted to persistency trends, protection mix and management outlook on premiums and the broader tone in Indian equities for the day."
7,D,14,SUNPHARMA,"SUNPHARMA (Sun Pharma) from the Pharma space ended largely unchanged by -0.09% in the midday segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
7,D,15,CIPLA,"CIPLA (Cipla) from the Pharma space ended largely unchanged by 0.05% in the midday segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
7,C,1,HDFCBANK,"HDFCBANK (HDFC Bank) from the Banking space drifted lower by -0.89% in the closing segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
7,C,2,ICICIBANK,"ICICIBANK (ICICI Bank) from the Banking space inched higher by 0.51% in the closing segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
7,C,3,SBIN,"SBIN (SBI) from the Banking space drifted lower by -0.58% in the closing segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
7,C,4,RELIANCE,"RELIANCE (Reliance) from the Energy space ended largely unchanged by -0.01% in the closing segment and traded with normal participation, as traders reacted to movements in crude prices and refining or petrochemical margins and the broader tone in Indian equities for the day."
7,C,5,TCS,"TCS (TCS) from the IT space inched higher by 1.75% in the closing segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
7,C,6,INFY,"INFY (Infosys) from the IT space ended largely unchanged by -0.46% in the closing segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
7,C,7,WIPRO,"WIPRO (Wipro) from the IT space ended largely unchanged by -0.45% in the closing segment and traded with normal participation, as traders reacted to deal wins, margin commentary and global tech cues and the broader tone in Indian equities for the day."
7,C,8,HINDUNILVR,"HINDUNILVR (HUL) from the FMCG space corrected sharply by -5.70% in the closing segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
7,C,9,ITC,"ITC (ITC) from the FMCG space ended largely unchanged by -0.14% in the closing segment and traded with normal participation, as traders reacted to demand trends in rural and urban markets along with input cost commentary and the broader tone in Indian equities for the day."
7,C,10,TATAMOTORS,"TATAMOTORS (Tata Motors) from the Auto space ended largely unchanged by 0.11% in the closing segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
7,C,11,MARUTI,"MARUTI (Maruti Suzuki) from the Auto space ended largely unchanged by 0.13% in the closing segment and traded with normal participation, as traders reacted to monthly volume prints, pricing actions and festival demand expectations and the broader tone in Indian equities for the day."
7,C,12,BAJAJFINSV,"BAJAJFINSV (Bajaj Finserv) from the Financial Services space ended largely unchanged by 0.17% in the closing segment and traded with normal participation, as traders reacted to changes in retail credit demand and risk appetite in NBFC names and the broader tone in Indian equities for the day."
7,C,13,HDFCLIFE,"HDFCLIFE (HDFC Life) from the Insurance space ended largely unchanged by 0.19% in the closing segment and traded with normal participation, as traders reacted to persistency trends, protection mix and management outlook on premiums and the broader tone in Indian equities for the day."
7,C,14,SUNPHARMA,"SUNPHARMA (Sun Pharma) from the Pharma space ended largely unchanged by 0.40% in the closing segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
7,C,15,CIPLA,"CIPLA (Cipla) from the Pharma space ended largely unchanged by 0.42% in the closing segment and traded with normal participation, as traders reacted to US pricing, domestic demand and regulatory updates and the broader tone in Indian equities for the day."
8,M,1,HDFCBANK,"HDFCBANK (HDFC Bank) from the Banking space ended largely unchanged by 0.04% in the morning segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
8,M,2,ICICIBANK,"ICICIBANK (ICICI Bank) from the Banking space ended largely unchanged by 0.48% in the morning segment and traded with normal participation, as traders reacted to shifts in rate expectations and commentary on loan growth and the broader tone in Indian equities for the day."
